time_step,timestamp,robot_x,robot_y,orientation_rad,speed,packages_delivered,battery_level_percent,power_consumption_step,motor_currents,wheel_speeds,robot_temperature_C,fault_code,error_log,station_inventory,warehouse_temperature_C,warehouse_humidity_percent,obstacle_event,item_metadata,mission_queue_length,current_delivery_time_sec,lidar_data,camera_feed,imu_accel,imu_gyro,idle_time_step,throughput_packages_per_hour,energy_efficiency_m_per_wh
242,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.5635759274565284,10,94.88015206479565,0.10781787963728265,"[2.709559248611861, 3.156346147510591]","[1.604214156957943, 1.5783867579335786]",33.833445692775676,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.091176126338354,55.37905471875557,False,,0,,"[6.51009719541197, 0.4181915889362209, 3.1306978042316844, 8.41028618398215, 1.657754516538994]",frame_242.jpg,"(-0.06348907540986767, -0.06700683090312727, 9.8)","(-0.0035512257034406173, -0.0037453091878171096, 0.0)",1.0,36062800.095533796,6.261289625247791
243,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.4055760315964605,10,94.85874648876406,0.1070278801579823,"[2.048273860782757, 1.695352614993587]","[1.5027780031701272, 1.4561297334781205]",33.83512860931827,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",15.564619358457577,40.71918395546536,False,,0,,"[5.655000635760475, 5.868336645482584, 7.3761790827257805, 0.508193333559902, 6.346167195908104]",frame_243.jpg,"(-0.0726400465558364, -0.0637487887164355, 9.8)","(-8.980413448391247e-05, -0.003881615527313245, 0.0)",1.0,36062800.095533796,6.2352207860364635
244,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.4993263902453124,10,94.83724716237381,0.10749663195122658,"[2.815737242872754, 2.052607469553528]","[1.4807830769054888, 1.577477766576052]",33.839974878929304,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",19.45424719279075,32.3447670879539,False,,0,,"[8.905279011248162, 4.4773659118702716, 7.746253703334334, 5.148586928778426, 1.8377680779426864]",frame_244.jpg,"(0.05223311983595097, 0.018113951786964178, 9.8)","(-0.008548050244996708, 0.0009734586373707638, 0.0)",1.0,36062800.095533796,6.209255365841011
245,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3982979992410383,10,94.81584886437457,0.10699148999620518,"[1.6216123199044996, 1.5813920477955652]","[1.4763702893363138, 1.4519247258063521]",33.85686115385006,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",20.52757658692471,59.34602411272341,False,,0,,"[2.5058350389503725, 0.036790263190856765, 8.009024161046142, 2.500368588329004, 5.763077654556994]",frame_245.jpg,"(-0.01246853983401719, 0.09344808876743632, 9.8)","(-0.007617922670725248, 0.007328265342967278, 0.0)",1.0,36062800.095533796,6.183625808909581
246,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3317654668116852,10,94.79451709890776,0.10665882733405843,"[2.224581029324239, 1.3802200904150863]","[1.3960032935764164, 1.2738405125906798]",33.85851254267516,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.074880244293652,53.79646353534913,False,,0,,"[4.990637481890303, 6.523013601192265, 2.345690425543755, 7.844718281850259, 2.5516636407560433]",frame_246.jpg,"(-0.04314091749117113, -0.00912561852158393, 9.8)","(0.006176089127144407, 0.007717674444465096, 0.0)",1.0,36062800.095533796,6.158285670828923
247,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.039910595639073,10,94.77347718831213,0.10519955297819537,"[1.6899755762644577, 1.1546717722787327]","[1.0054404501193794, 1.1183538493328702]",33.8837126219034,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",23.250333000018124,31.501136882524893,False,,0,,"[2.316484710158498, 6.942012556453301, 5.334601562684927, 3.756864136721304, 2.340301657268413]",frame_247.jpg,"(0.06680574813390072, -0.025478661301838984, 9.8)","(0.0014894456827477982, 0.006988181752499564, 0.0)",1.0,36062800.095533796,6.133494852036955
248,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.4708750867413598,10,94.7520063132254,0.10735437543370681,"[2.00822742442715, 2.4012040004238715]","[1.5585992021502961, 1.548450542551159]",33.9039401293656,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.03099048390064,36.14161041246366,False,,0,,"[8.016731643635417, 3.0558767696773312, 0.09682357456869739, 0.24554682177085785, 4.217437308088191]",frame_248.jpg,"(0.05801058964747313, -0.08154142888806092, 9.8)","(0.0005300144987171358, -0.0022260940800910897, 0.0)",1.0,36062800.095533796,6.108401166778696
249,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.9928502322234103,10,94.73101346299318,0.10496425116111706,"[1.0600953031198188, 1.5051878247194037]","[0.9893487582615692, 1.0032574779211623]",33.921845629842664,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",24.684576683459238,58.260532427721856,False,,0,,"[0.9661706847707885, 6.462538258338222, 4.54396448854275, 0.5327836691326193, 3.6524345107976917]",frame_249.jpg,"(0.0051169947421617346, 0.05321949184333197, 9.8)","(-0.009635191428500134, 0.0030048560126810214, 0.0)",1.0,36062800.095533796,6.084063896233047
250,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3001836825507844,10,94.70971327931062,0.10650091841275391,"[1.442605268877975, 2.119510695627396]","[1.2294347975394069, 1.2698755592263982]",33.93244085376129,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.577350515888433,38.142321413715614,False,,0,,"[8.99148689506719, 6.877563298937888, 4.644845795027816, 8.302917021243722, 4.507618808059179]",frame_250.jpg,"(-0.09712411576156976, -0.05694321074344899, 9.8)","(-0.0029207862952996396, -0.006141471432369412, 0.0)",1.0,36062800.095533796,6.059567742174076
251,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.8323787537055829,10,94.68888090055691,0.10416189376852791,"[1.2681743860651566, 1.343516288062267]","[0.7700731049778868, 0.9123596176258568]",33.95568407245823,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.651017140970673,43.86222990470412,False,,0,,"[4.737488487967813, 6.998963032121111, 5.027671299944332, 0.9481346714125105, 8.64595269204495]",frame_251.jpg,"(0.041327947441954394, 0.07991656130975833, 9.8)","(0.006854153993426525, 0.008030439741003611, 0.0)",1.0,36062800.095533796,6.035799642094767
252,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3642341515535894,10,94.66751666640536,0.10682117075776794,"[1.7539676913796785, 2.3957244357121006]","[1.3704464691354465, 1.2748613591141684]",33.97429728703041,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",23.07422131107986,55.64373616270923,False,,0,,"[9.511231438809155, 8.208445416130793, 6.4191838751436645, 7.9929775211358045, 9.356407471441312]",frame_252.jpg,"(-0.024198283448294736, 0.0876872916264553, 9.8)","(0.0022315097116120935, 0.002410979678089788, 0.0)",1.0,36062800.095533796,6.011617618677424
253,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.4152820812637605,10,94.6461013843241,0.1070764104063188,"[1.980682386641369, 1.747681340872129]","[1.454536981969993, 1.4154522514024783]",33.990681818219564,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.11161948024326,58.08809529388219,False,,0,,"[2.302279657131503, 5.022091563957783, 0.7967667032186609, 5.021650692666237, 4.711070910424927]",frame_253.jpg,"(-0.0025483446839709156, 0.07239158041453056, 9.8)","(-0.008335925160156934, 0.00574774353250857, 0.0)",1.0,36062800.095533796,5.987571498959781
254,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.744981430481277,10,94.62535640289362,0.1037249071524064,"[0.8653871478885791, 1.2385747509628247]","[0.8016277278884936, 0.6802300077489329]",34.00985793083337,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",20.492931732994943,50.790660434604334,False,,0,,"[8.180466360400828, 3.395535765804011, 8.800049813322708, 3.8995576450987057, 0.20262277903130066]",frame_254.jpg,"(-0.03490375067040179, 0.010551298968709169, 9.8)","(-0.003241059709872778, -0.0035729877571631955, 0.0)",1.0,36062800.095533796,5.96446074616001
255,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.0745595343273777,10,94.60428184335929,0.10537279767163689,"[1.818651829216002, 1.2583571498396713]","[0.9827037614247189, 1.058171695360219]",34.0352220436466,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",23.243863394235298,57.59137511869676,False,,0,,"[1.1810788766885771, 1.5017515914103674, 2.1731031374118723, 2.753841908969701, 9.710322723447822]",frame_255.jpg,"(-0.018420052727754266, 0.06453910622367509, 9.8)","(-0.00021853306493852843, 9.567861281985397e-05, 0.0)",1.0,36062800.095533796,5.941164795660742
256,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.7452543550266395,10,94.58353658900427,0.1037262717751332,"[1.0019959407291334, 0.6874149217189188]","[0.6675602441942817, 0.6588671106498831]",34.04584210245585,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",19.620716764592938,34.73523928335102,False,,0,,"[8.377730759732215, 1.3393846013040878, 8.06450973943837, 0.7312493613021109, 2.567608849508569]",frame_256.jpg,"(0.029792384704765695, 0.08068560952816267, 9.8)","(0.0049602227876945175, -0.006621480680485923, 0.0)",1.0,36062800.095533796,5.918409915677449
257,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.9113180643469667,10,94.56262527093992,0.10455659032173484,"[1.8195712597917404, 1.750522734811814]","[0.9384445341199841, 1.008050500078246]",34.060639376932855,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.109739678756537,41.10225849169218,False,,0,,"[6.185468081027526, 5.66118574055245, 5.10085368692872, 1.5479164057214323, 0.03010347726044804]",frame_257.jpg,"(0.033149839889801525, -0.017457439301808098, 9.8)","(-0.0055923383623116265, 0.001270822188981939, 0.0)",1.0,36062800.095533796,5.895648609284408
258,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.5705639608886477,10,94.54105470697903,0.10785281980444324,"[2.3813550577762626, 2.7620997951667268]","[1.5065822539018, 1.4969605638875876]",34.073830485782956,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",24.68859061644202,45.81939633773158,False,,0,,"[7.163754050253656, 9.036047160394693, 9.433400741628999, 9.967040879012544, 3.895441986808107]",frame_258.jpg,"(0.010060169253116119, -0.02610231355660271, 9.8)","(0.0024887544206293206, 0.0022811697300480407, 0.0)",1.0,36062800.095533796,5.8723524488374315
259,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.0912661802434553,10,94.51996344079878,0.10545633090121728,"[2.0639089369795913, 1.0931773635381639]","[1.0463700975325296, 1.0657544238717718]",34.07827822751294,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",21.447859628304997,47.29499439941701,False,,0,,"[7.187495870956787, 2.8457716871740146, 3.225744296024171, 2.3049811890208485, 1.4369376201162032]",frame_259.jpg,"(-0.0784238735430078, -0.05355257009380228, 9.8)","(-0.004236083958309711, 0.006635228976686383, 0.0)",1.0,36062800.095533796,5.849751258632838
260,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.2627736880669205,10,94.49870066711071,0.10631386844033461,"[2.1993014450233823, 1.532480724887107]","[1.2768692149885812, 1.3602346052743637]",34.103133799662324,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",23.06293485289595,35.41268495265179,False,,0,,"[1.0391130659573455, 5.384889307422341, 4.8665547344286795, 8.013225887926751, 4.159174339520135]",frame_260.jpg,"(-0.09165413330644748, -0.09976437289395108, 9.8)","(-0.008212741867684819, 0.00623672912065684, 0.0)",1.0,36062800.095533796,5.827141702304904
261,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.6045318916829068,10,94.47809613521903,0.10302265945841453,"[0.6837543183365138, 0.7947296278330102]","[0.5335662257569541, 0.5750143098656112]",34.132912903669805,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",21.77589597519272,53.779448729077814,False,,0,,"[8.39640114153377, 0.5530882013767924, 0.34318508929523595, 3.780650741022211, 3.4620660745375043]",frame_261.jpg,"(-0.09515793168092071, 0.009517854112615742, 9.8)","(-0.0012681307509684533, -0.0017348825862550515, 0.0)",1.0,36062800.095533796,5.805398200428988
262,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.7675264761110272,10,94.45732860874293,0.10383763238055513,"[0.840266413972435, 1.4143755034324152]","[0.7835795527283762, 0.8568854125099683]",34.14606198449451,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",20.911963985642007,59.69530872368264,False,,0,,"[3.28751446595159, 5.659765671002503, 8.448980604623525, 3.670404341982596, 2.88032902598791]",frame_262.jpg,"(-0.05680060793354691, 0.04788664409296531, 9.8)","(0.009775223339444953, -0.00670706049238931, 0.0)",1.0,36062800.095533796,5.783646277516519
263,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.2872055974969423,10,94.43604140314542,0.10643602798748472,"[2.0959251227645517, 1.7390714028873056]","[1.2112866997443332, 1.2167952309327354]",34.167381079299695,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.056533116792032,49.98136982436111,False,,0,,"[9.797608321526237, 2.9492383954358967, 6.567518820388888, 0.33732933889760064, 7.848855422590679]",frame_263.jpg,"(0.03693839316857303, -0.08553974013956132, 9.8)","(0.0017665616869673717, -0.009875250784212086, 0.0)",1.0,36062800.095533796,5.7615185665946065
264,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.6900751967145128,10,94.41535132794871,0.10345037598357257,"[1.4555327427601896, 1.2947688906345969]","[0.7439821887188341, 0.7517335767090692]",34.1674448526169,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",21.803908185825662,59.21174005675864,False,,0,,"[4.413914520230744, 6.93394696826635, 7.494765096423862, 3.41007832941844, 9.579584960531552]",frame_264.jpg,"(0.00024393684829862594, -0.0003419182641038604, 9.8)","(0.008858443783822006, -0.000590586688862315, 0.0)",1.0,36062800.095533796,5.7401732216337535
265,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.377387430576614,10,94.39397394051814,0.10688693715288307,"[2.3227544690782373, 2.180780588559092]","[1.2928991454947505, 1.4221321689024258]",34.168702431601616,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.93317683863028,43.837044821909416,False,,0,,"[8.311907461559176, 2.9661658747574915, 7.510065541600551, 7.613188822822353, 4.247952779765867]",frame_265.jpg,"(-0.005420677591212314, 0.0966459791105983, 9.8)","(0.006826646604516767, 0.0015829858475791235, 0.0)",1.0,36062800.095533796,5.718284292546467
266,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.8731770552636222,10,94.37310076346287,0.10436588527631811,"[1.386631451605696, 1.4217064099485812]","[0.8960409846488102, 0.8929742132974713]",34.17387228641451,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",16.636735511115912,33.0359874232459,False,,0,,"[2.421882853623277, 8.491788648870873, 0.3202323106346372, 0.8925194820032767, 2.4347569227078205]",frame_266.jpg,"(-0.06532783101217213, -0.012691291279347053, 9.8)","(-0.0067088386584710676, -0.0019921265599404814, 0.0)",1.0,36062800.095533796,5.697072119469754
267,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.4315932157894717,10,94.35166917024708,0.10715796607894736,"[2.190275080670135, 2.792078206934421]","[1.419911249293107, 1.41503332921136]",34.17993683179632,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.83486148770674,38.06186532321618,False,,0,,"[4.843591669038867, 0.9737860330914583, 4.3233406025618, 1.866589881898606, 4.843819980739843]",frame_267.jpg,"(-0.08842528921409941, 0.030468161162184537, 9.8)","(0.009508615124801492, -0.006465327144990237, 0.0)",1.0,36062800.095533796,5.675455586043218
268,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.3047264098247857,10,94.33036444383725,0.10652363204912392,"[2.0264810996280507, 1.929306995553512]","[1.32629318227233, 1.3329660418899067]",34.20105211152594,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.155563154407538,57.506054610878095,False,,0,,"[5.700635411511695, 5.93840327437081, 6.484647304979003, 1.7395949140286493, 7.125526814082573]",frame_268.jpg,"(0.09970868940629177, -0.013506672081705265, 9.8)","(-0.004899771438617138, 0.007618056753224691, 0.0)",1.0,36062800.095533796,5.654128989771905
269,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.8010448264818735,10,94.30956339901077,0.10400522413240937,"[1.4494007767844324, 1.1367796884376327]","[0.8637825988861708, 0.8504284461373821]",34.21803662815873,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.024182109915884,50.912929349873984,False,,0,,"[6.864296598007168, 9.405110346734567, 8.989254051363293, 5.946254532677457, 0.7076620124260269]",frame_269.jpg,"(-0.06605119925680798, -0.07360434377498855, 9.8)","(-0.0018928085545305649, -0.008678006856849625, 0.0)",1.0,36062800.095533796,5.633460665209515
270,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.195123362049244,10,94.28836827564872,0.10597561681024623,"[2.221590473718188, 2.0997233638317936]","[1.2844670014670108, 1.1944156245853694]",34.23829852657535,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",19.644753217559952,56.65763193826929,False,,0,,"[4.251420121988545, 0.5238787616318641, 7.406876191523876, 4.988622352446765, 8.481839004920364]",frame_270.jpg,"(0.09471048568616697, 0.05656821977000939, 9.8)","(-0.0008270273742603026, 0.003273664075848561, 0.0)",1.0,36062800.095533796,5.612555624493165
271,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.594229654802379,10,94.26677404599391,0.10797114827401189,"[3.0557204844997687, 2.4574902448237324]","[1.5383153735232409, 1.690426033616273]",34.24169158495309,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",23.959908830920938,54.98279784301572,False,,0,,"[8.31126757220931, 9.376185389960446, 2.919387361685625, 1.6543116802473246, 7.236527349262349]",frame_271.jpg,"(-0.005146720798347354, -0.010713904248926306, 9.8)","(-0.006737339094145105, -0.0028887590235063135, 0.0)",1.0,36062800.095533796,5.591415900352175
272,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.160041641440336,10,94.24561400435248,0.10580020820720168,"[1.4800311163140016, 2.0251816258820523]","[1.102615419678842, 1.1041745241059047]",34.24545828951391,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",23.094163359995214,57.67586354059936,False,,0,,"[6.569954939918945, 3.9898438309812425, 7.42435034993446, 5.1707388649019865, 7.960755951988779]",frame_272.jpg,"(0.03913331404503528, -0.044445901786615186, 9.8)","(-0.008083773811832734, 0.009775375465314663, 0.0)",1.0,36062800.095533796,5.570855132726306
273,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.5421881675197253,10,94.22507181618495,0.10271094083759863,"[0.9944846618609202, 0.9171064449881339]","[0.5967915482266681, 0.6267546152384861]",34.25339172735054,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",22.075495250881783,51.599346907992384,False,,0,,"[2.520540042307756, 0.03164238080873072, 3.404553507853587, 4.561638804496647, 7.4573946128721404]",frame_273.jpg,"(-0.07868201483281029, 0.04707849624536167, 9.8)","(0.006176057223879624, 0.0020836263607912197, 0.0)",1.0,36062800.095533796,5.55103885956274
274,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.502029246615403,10,94.20356978693833,0.10751014623307702,"[2.0940253219880613, 2.6400443732941326]","[1.4575978320429384, 1.5375589730088157]",34.26935550361697,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.097741669728794,40.7646911869895,False,,0,,"[6.47795398340405, 7.012025085896653, 3.8775247904583354, 7.056850053258728, 3.1478773200413803]",frame_274.jpg,"(0.008828837702064038, -0.006768822351228637, 9.8)","(-0.006038216192874189, -0.00755031105607173, 0.0)",1.0,36062800.095533796,5.530447116796917
275,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.281690653966388,10,94.18228809628437,0.10640845326983193,"[2.3501488533133763, 2.421338838082611]","[1.246671707782045, 1.3107299585029397]",34.282389790428816,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",24.82696844977833,46.53051831119554,False,,0,,"[2.868718793928682, 5.137862910013778, 3.888790080435914, 3.8379756889352112, 4.678243968929058]",frame_275.jpg,"(0.03625462270949248, -0.09478402792237933, 9.8)","(-0.005527451848818095, -0.009657887956824807, 0.0)",1.0,36062800.095533796,5.510216265447503
276,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.2142639972253484,10,94.16107383228714,0.10607131998612673,"[1.719905548797045, 1.5501599869023268]","[1.151107476046609, 1.2208808081313627]",34.30273527226,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",18.128918669307268,36.65462822994438,False,,0,,"[2.7031800505774317, 3.7105332555828707, 1.6064827556929273, 1.5199739547912816, 0.6283919880660938]",frame_276.jpg,"(-0.05093675807792573, -0.0024610567002163464, 9.8)","(0.00751245326500429, -0.00016910847922348496, 0.0)",1.0,36062800.095533796,5.490196285886296
277,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.2413078103617834,10,94.13983252447679,0.10620653905180893,"[1.6280843473029531, 1.7135683657184855]","[1.321565694391862, 1.269196872198771]",34.32129366134087,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",19.210254034116645,49.23961589206513,False,,0,,"[2.4253343799906126, 2.3675910254435073, 4.495944664689198, 5.946247861374326, 3.5823017819882397]",frame_277.jpg,"(0.041134337799745624, -0.01599153647086611, 9.8)","(0.00713099781670712, 0.0020416686485990494, 0.0)",1.0,36062800.095533796,5.470296010043514
278,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.39641048600781,10,94.11843611399078,0.10698205243003905,"[2.5744583266858077, 1.3725226274118612]","[1.3477554454405205, 1.306312767169883]",34.34219919280377,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",15.711381362363015,56.5411590713596,False,,0,,"[8.15063654487279, 4.607123594522179, 0.2545009044552604, 5.514156459304039, 8.707708434366316]",frame_278.jpg,"(-0.06676645956184968, -0.08898095284925481, 9.8)","(0.0017239673461721759, -0.0027785009107096845, 0.0)",1.0,36062800.095533796,5.450395741819058
279,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.136552018981946,10,94.0972995619718,0.10568276009490973,"[1.2778765910181342, 1.8215519639081663]","[1.0730481095866966, 1.092204505210165]",34.367215388109756,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.44949624005368,52.545507052880765,False,,0,,"[6.35569463131771, 8.226113124875384, 6.7175640888893025, 5.719510509653645, 3.0103125731935143]",frame_279.jpg,"(0.051382577284476566, 0.04992728825571527, 9.8)","(0.0003198141639064334, 0.008186823825040471, 0.0)",1.0,36062800.095533796,5.430878814892054
280,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,1.1380518574798306,10,94.07616151011432,0.10569025928739915,"[1.386487934771162, 2.0367752699406]","[1.0397013202838838, 1.0586250103636694]",34.38318190168362,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",17.7567584488415,32.4418586591118,False,,0,,"[5.944033543182332, 4.79306229301975, 3.899990617738439, 7.586675695225358, 9.216702238539318]",frame_280.jpg,"(0.08467561531529061, -0.04782081865894743, 9.8)","(-0.004278178333479183, 0.0029130254467518487, 0.0)",1.0,36062800.095533796,5.411499792621801
281,2025-02-26T23:45:23.758081,3.0,12.0,2.4037775934693286,0.6172801824456705,10,94.05554422993187,0.10308640091222836,"[1.1221435490245686, 1.3417182847863613]","[0.5763962409935156, 0.7141391640667807]",34.39594550283098,,,"{0: 5, 1: 13, 2: 5, 3: 11, 4: 2, 5: 11, 6: 10, 7: 9, 8: 14, 9: 10, 10: 9, 11: 9}",16.96816600241449,46.95951993614195,False,,0,,"[0.009972974497458598, 1.1685409046422635, 3.08702392810949, 1.4787924710181988, 6.8113473152974215]",frame_281.jpg,"(-0.04358496399075332, -0.03677834795163008, 9.8)","(0.0046126458012868705, -0.0019146596775901463, 0.0)",1.0,36062800.095533796,5.392730974794354
